epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
122,6036.52,0.77116,0.96514,1.1561,0.93561,0.87913,0.9555,0.8571,0.56115,0.47805,0.98577,0.00850262,0.00850262,0.00850262
123,6085.94,0.77099,0.97914,1.15006,0.94125,0.89035,0.9648,0.8772,0.51839,0.46279,0.97284,0.00849025,0.00849025,0.00849025
124,6135.42,0.75633,0.9487,1.14849,0.90975,0.89269,0.95743,0.86688,0.52753,0.50315,0.97413,0.00847787,0.00847787,0.00847787
125,6184.94,0.76977,0.96289,1.15397,0.91475,0.90556,0.96654,0.873,0.53619,0.48963,0.98424,0.0084655,0.0084655,0.0084655
126,6234.28,0.77121,0.9596,1.15619,0.91781,0.90678,0.96515,0.87016,0.53558,0.51663,0.97285,0.00845313,0.00845313,0.00845313
127,6283.68,0.77655,0.98049,1.15861,0.90221,0.94036,0.96452,0.87159,0.53919,0.45031,0.97507,0.00844075,0.00844075,0.00844075
128,6333.22,0.7789,0.9746,1.15123,0.93129,0.91752,0.96528,0.86853,0.53863,0.45435,0.98985,0.00842838,0.00842838,0.00842838
129,6382.56,0.78201,0.9781,1.16206,0.94362,0.88934,0.96465,0.85465,0.54752,0.45897,0.98743,0.008416,0.008416,0.008416
130,6432.28,0.76811,0.98003,1.15143,0.90691,0.92249,0.96855,0.87057,0.54111,0.47565,0.97707,0.00840362,0.00840362,0.00840362
131,6481.76,0.77543,1.00272,1.16143,0.94745,0.89862,0.96372,0.85534,0.54959,0.48005,0.97551,0.00839125,0.00839125,0.00839125
132,6531.21,0.76123,0.94942,1.14617,0.93532,0.92382,0.96919,0.87844,0.52787,0.43274,0.971,0.00837887,0.00837887,0.00837887
133,6580.82,0.7755,0.97518,1.16346,0.93341,0.90457,0.9642,0.86702,0.54377,0.46606,0.97942,0.0083665,0.0083665,0.0083665
134,6630.54,0.77549,0.96505,1.16072,0.92172,0.86284,0.95848,0.8572,0.51767,0.49387,0.97184,0.00835413,0.00835413,0.00835413
135,6680.02,0.77254,0.97758,1.14608,0.91164,0.86004,0.94975,0.84717,0.54673,0.51363,0.98333,0.00834175,0.00834175,0.00834175
136,6729.67,0.77045,0.95979,1.16116,0.86642,0.91866,0.96849,0.86922,0.52114,0.46963,0.98282,0.00832937,0.00832937,0.00832937
137,6779.23,0.75555,0.94424,1.14204,0.93823,0.87836,0.96529,0.88011,0.50241,0.44752,0.96772,0.008317,0.008317,0.008317
138,6828.66,0.76762,0.93307,1.15449,0.94307,0.87541,0.95752,0.863,0.5306,0.48222,0.97974,0.00830462,0.00830462,0.00830462
139,6878.23,0.7626,0.94874,1.14842,0.923,0.91014,0.95839,0.86633,0.51646,0.44497,0.97257,0.00829225,0.00829225,0.00829225
140,6927.77,0.75903,0.95458,1.14989,0.93096,0.91174,0.95658,0.86964,0.50192,0.45923,0.96019,0.00827988,0.00827988,0.00827988
141,6977.22,0.75388,0.92526,1.13686,0.92557,0.89265,0.96454,0.87295,0.51524,0.47339,0.96186,0.0082675,0.0082675,0.0082675
142,7026.81,0.76708,0.94901,1.14452,0.9445,0.9073,0.96524,0.87551,0.51393,0.44589,0.95224,0.00825513,0.00825513,0.00825513
143,7076.47,0.74886,0.93696,1.15056,0.90233,0.91839,0.95568,0.86708,0.51823,0.47548,0.96893,0.00824275,0.00824275,0.00824275
144,7125.84,0.74661,0.93386,1.13374,0.9215,0.90307,0.96506,0.86784,0.52264,0.46499,0.97002,0.00823038,0.00823038,0.00823038
145,7175.32,0.75919,0.96541,1.15019,0.91224,0.90025,0.96804,0.87145,0.53666,0.47728,0.9668,0.008218,0.008218,0.008218
146,7224.93,0.74407,0.95652,1.1442,0.90734,0.8825,0.95801,0.86556,0.51748,0.51048,0.96345,0.00820562,0.00820562,0.00820562
147,7274.4,0.76342,0.94623,1.15232,0.90785,0.87833,0.95441,0.86994,0.50546,0.53201,0.96566,0.00819325,0.00819325,0.00819325
148,7324.02,0.74253,0.94719,1.14379,0.87715,0.92359,0.96201,0.88027,0.49799,0.46459,0.95608,0.00818088,0.00818088,0.00818088
149,7373.61,0.74226,0.93095,1.13245,0.86374,0.9362,0.9558,0.86216,0.51234,0.49102,0.95703,0.0081685,0.0081685,0.0081685
150,7422.93,0.75684,0.94187,1.14797,0.94551,0.89709,0.96537,0.87244,0.50917,0.43135,0.95321,0.00815613,0.00815613,0.00815613
151,7472.45,0.75423,0.94609,1.14396,0.9345,0.89516,0.96408,0.86866,0.52975,0.44327,0.9631,0.00814375,0.00814375,0.00814375
152,7522.05,0.72628,0.91832,1.13102,0.94851,0.91369,0.96924,0.87415,0.51726,0.40258,0.9629,0.00813138,0.00813138,0.00813138
153,7571.55,0.74918,0.91929,1.13641,0.94241,0.90555,0.96679,0.88079,0.5124,0.43606,0.95896,0.008119,0.008119,0.008119
154,7621.05,0.74611,0.91259,1.13896,0.93039,0.927,0.96874,0.88765,0.50452,0.4036,0.96629,0.00810662,0.00810662,0.00810662
155,7670.57,0.74014,0.91537,1.12867,0.93784,0.92517,0.96926,0.88216,0.50801,0.42289,0.97017,0.00809425,0.00809425,0.00809425
156,7719.79,0.7463,0.91378,1.13776,0.91542,0.93417,0.9691,0.88227,0.49646,0.45058,0.94621,0.00808188,0.00808188,0.00808188
157,7769.29,0.73801,0.89301,1.13324,0.91602,0.92265,0.96674,0.8883,0.49965,0.42802,0.9482,0.0080695,0.0080695,0.0080695
158,7818.78,0.7346,0.90102,1.13498,0.94912,0.89134,0.96376,0.88008,0.49742,0.43235,0.94504,0.00805713,0.00805713,0.00805713
159,7868.2,0.7225,0.89021,1.12222,0.92204,0.90748,0.97178,0.88457,0.49045,0.43366,0.94931,0.00804475,0.00804475,0.00804475
160,7917.87,0.73792,0.94594,1.1381,0.93723,0.90156,0.96282,0.88002,0.50258,0.44021,0.95457,0.00803238,0.00803238,0.00803238
161,7967.36,0.72511,0.90491,1.13673,0.94033,0.91247,0.9623,0.87091,0.51612,0.43852,0.9648,0.00802,0.00802,0.00802
162,8016.6,0.73215,0.91042,1.12841,0.94286,0.90848,0.96837,0.87192,0.52785,0.42202,0.96397,0.00800762,0.00800762,0.00800762
163,8066.11,0.73871,0.91796,1.13895,0.94524,0.90132,0.96195,0.87442,0.51003,0.43143,0.95573,0.00799525,0.00799525,0.00799525
164,8115.62,0.72707,0.8852,1.12736,0.93323,0.9085,0.96389,0.87835,0.50018,0.40081,0.95466,0.00798288,0.00798288,0.00798288
165,8165,0.73825,0.90417,1.13813,0.95302,0.88246,0.9611,0.88532,0.5038,0.40933,0.96019,0.0079705,0.0079705,0.0079705
166,8214.54,0.73046,0.87735,1.13016,0.94967,0.90387,0.95963,0.87975,0.49965,0.39598,0.94321,0.00795812,0.00795812,0.00795812
167,8264.08,0.73126,0.88113,1.1381,0.93491,0.90079,0.959,0.87853,0.49218,0.4345,0.94152,0.00794575,0.00794575,0.00794575
168,8313.35,0.73283,0.90585,1.14368,0.92637,0.8722,0.95573,0.87107,0.48714,0.45663,0.93955,0.00793338,0.00793338,0.00793338
169,8362.96,0.73004,0.89882,1.14033,0.92118,0.91948,0.96779,0.88728,0.49497,0.41281,0.94855,0.007921,0.007921,0.007921
170,8412.59,0.73204,0.89882,1.13487,0.93077,0.91398,0.96778,0.886,0.49181,0.40726,0.94392,0.00790863,0.00790863,0.00790863
171,8462.09,0.73289,0.89622,1.1324,0.93945,0.92893,0.96754,0.89048,0.4937,0.40574,0.94454,0.00789625,0.00789625,0.00789625
172,8511.62,0.72929,0.87855,1.12862,0.91786,0.91995,0.97013,0.88545,0.50251,0.43131,0.95203,0.00788388,0.00788388,0.00788388
173,8561.01,0.73423,0.87808,1.1264,0.94721,0.87156,0.96258,0.88505,0.48186,0.44046,0.93847,0.0078715,0.0078715,0.0078715
174,8610.24,0.71321,0.85901,1.11918,0.94118,0.91209,0.96863,0.88767,0.47877,0.43468,0.94121,0.00785912,0.00785912,0.00785912
175,8659.75,0.72069,0.86595,1.13364,0.9401,0.90325,0.96224,0.88226,0.48928,0.41915,0.94425,0.00784675,0.00784675,0.00784675
176,8709.09,0.7172,0.87055,1.13186,0.95032,0.91417,0.97075,0.89064,0.49855,0.39643,0.94982,0.00783438,0.00783438,0.00783438
177,8758.54,0.72082,0.87357,1.1301,0.92121,0.93917,0.97037,0.88898,0.49984,0.41494,0.95126,0.007822,0.007822,0.007822
178,8808.05,0.72415,0.89104,1.13243,0.96041,0.91182,0.97124,0.89353,0.49479,0.40197,0.94597,0.00780963,0.00780963,0.00780963
179,8857.45,0.72867,0.86692,1.12942,0.94419,0.90379,0.97188,0.88748,0.50836,0.3977,0.95525,0.00779725,0.00779725,0.00779725
180,8906.8,0.71967,0.87134,1.12382,0.92411,0.9095,0.97067,0.88465,0.50441,0.40601,0.95652,0.00778488,0.00778488,0.00778488
